"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-17.298901766387	25994.1556099572	-0.000665491967731413	0.999469014272803
"scale(distance)"	-13.2960807646988	22511.5991144946	-0.000590632442283398	0.999528743520592
