"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.73195244741281	0.50353739396444	-5.42552048796946	5.77859007662718e-08
"scale(distance)"	-0.258556709839124	0.0523238683830327	-4.94146778189983	7.75366304203921e-07
