"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-9.74050145770168	4006.51886080017	-0.00243116326070566	0.99806021428036
"scale(distance)"	10.9232031052283	6939.49415401328	0.00157406330530752	0.998744079709596
