"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.07459488009195	0.166405509115984	-12.4671045514843	1.1285255284473e-35
"scale(distance)"	-0.294201931790398	0.0662796056820114	-4.43880027292084	9.04617130966489e-06
