"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.71136736711335	0.695192316707562	-3.90016877625233	9.61256534480112e-05
"scale(distance)"	-0.35557741102596	0.1704264571582	-2.08639795108744	0.0369425904401647
