"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-4.17018080863708	0.726881575401139	-5.73708420981191	9.63203725936503e-09
"scale(distance)"	-1.1879395947078	0.582015915508234	-2.04107750845688	0.0412431235861268
