"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.59475551110838	0.405870188032146	-6.39306750685239	1.62590434489963e-10
"scale(distance)"	-0.771573960255622	0.316640690638324	-2.43674923365089	0.0148199526943273
