"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.66846403919587	1.26312817250359	-2.11258374033954	0.0346364116083536
"scale(distance)"	-0.00170672174252054	0.180616331314632	-0.00944943200926526	0.992460556293324
