"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-16.6627016809314	26406.8857751606	-0.000630998362427312	0.999496536182137
"scale(distance)"	-13.9879349842829	22869.0339190381	-0.00061165395240584	0.999511970785252
