"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-16.9372135332029	26855.1430252586	-0.000630687891599482	0.999496783901968
"scale(distance)"	-13.1163479712524	23257.2360884089	-0.000563968475075569	0.999550018284811
