"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.54100715780285	0.266649425682543	-9.52939295218293	1.58205613998785e-21
"scale(distance)"	-0.235769986738846	0.359073074519878	-0.656607257600971	0.511433481064402
