"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-3.35151910633156	0.467135257739661	-7.17462244778662	7.25070018016996e-13
"scale(distance)"	0.0842633478689596	0.461979725219492	0.182396203272612	0.855271805180607
