"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-3.39324103242338	0.218318118083372	-15.5426451190256	1.78462791901639e-54
"scale(distance)"	-0.433609008433738	0.108823966403515	-3.98449921247985	6.76225813922025e-05
