"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-19.1207195627162	34703.5935841489	-0.000550972322689075	0.999560387712539
"scale(distance)"	-13.2064704613481	30054.1936507294	-0.00043942188617087	0.999649392072629
