"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-3.3723232361006	0.37119526023251	-9.08503851581575	1.03661973504213e-19
"scale(distance)"	0.427569432946369	0.451297783042885	0.9474219661871	0.343423802264742
