"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.48673050921919	0.147051816446643	-16.9105732204368	3.7603249314395e-64
"scale(distance)"	-0.223213238506131	0.124092937665948	-1.79875859742325	0.0720568752019017
