"Estimate"	"Std. Error"	"z value"	"Pr(>|z|)"
"(Intercept)"	-2.62802138079925	0.638655552790471	-4.11492763089065	3.87300908741374e-05
"scale(distance)"	-0.339739410351802	0.698171082570642	-0.48661340870907	0.626532319492099
